R, 15948
R, 15952
R, 15956
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
W, 15912, 14
W, 15888, 7
R, 15892
R, 15896
R, 15896
R, 15900
R, 15904
R, 15908
R, 15912
R, 15916
R, 15920
R, 15924
R, 15928
R, 15932
R, 15936
R, 15940
R, 15944
R, 15948
R, 15952
R, 15956
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
W, 15896, 9
W, 15892, 8
R, 15896
R, 15900
R, 15904
R, 15908
R, 15912
R, 15916
R, 15920
R, 15924
R, 15928
R, 15932
R, 15936
R, 15940
R, 15944
R, 15948
R, 15952
R, 15956
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
R, 15900
R, 15904
R, 15904
R, 15908
R, 15912
R, 15916
R, 15920
R, 15924
R, 15928
R, 15932
R, 15936
R, 15940
R, 15944
R, 15948
R, 15952
R, 15956
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
R, 15984
W, 15984, 20
W, 15900, 10
R, 15904
R, 15908
R, 15912
R, 15916
R, 15920
R, 15924
R, 15928
R, 15932
R, 15936
R, 15940
R, 15944
R, 15948
R, 15952
R, 15956
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
R, 15908
R, 15912
R, 15912
R, 15916
R, 15920
R, 15924
R, 15928
R, 15928
R, 15932
R, 15936
R, 15940
R, 15944
R, 15948
R, 15952
R, 15956
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
W, 15928, 17
W, 15908, 12
R, 15912
R, 15916
R, 15920
R, 15924
R, 15928
R, 15932
R, 15936
R, 15940
R, 15944
R, 15948
R, 15952
R, 15956
R, 15960
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
W, 15960, 14
W, 15912, 13
R, 15916
R, 15920
R, 15920
R, 15924
R, 15928
R, 15928
R, 15932
R, 15936
R, 15940
R, 15944
R, 15948
R, 15952
R, 15952
R, 15956
R, 15960
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
W, 15960, 24
W, 15916, 14
R, 15920
R, 15924
R, 15928
R, 15928
R, 15932
R, 15936
R, 15940
R, 15944
R, 15948
R, 15952
R, 15952
R, 15956
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
W, 15952, 18
W, 15920, 15
R, 15924
R, 15928
R, 15928
R, 15932
R, 15936
R, 15940
R, 15944
R, 15948
R, 15952
R, 15956
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15976
R, 15980
R, 15984
W, 15976, 25
W, 15924, 16
R, 15928
R, 15932
R, 15936
R, 15940
R, 15944
R, 15948
R, 15952
R, 15956
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
R, 15932
R, 15936
R, 15936
R, 15940
R, 15944
R, 15944
R, 15948
R, 15952
R, 15952
R, 15956
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
W, 15952, 31
W, 15932, 18
R, 15936
R, 15940
R, 15944
R, 15944
R, 15948
R, 15952
R, 15956
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
W, 15944, 29
W, 15936, 19
R, 15940
R, 15944
R, 15944
R, 15948
R, 15948
R, 15952
R, 15956
R, 15956
R, 15960
R, 15960
R, 15964
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
R, 15984
W, 15984, 30
W, 15940, 20
R, 15944
R, 15948
R, 15948
R, 15952
R, 15956
R, 15956
R, 15960
R, 15960
R, 15964
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
W, 15964, 29
W, 15944, 21
R, 15948
R, 15952
R, 15956
R, 15956
R, 15960
R, 15960
R, 15964
R, 15968
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
W, 15968, 27
W, 15948, 22
R, 15952
R, 15956
R, 15956
R, 15960
R, 15960
R, 15964
R, 15968
R, 15972
R, 15972
R, 15976
R, 15980
R, 15984
W, 15972, 31
W, 15952, 23
R, 15956
R, 15960
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
W, 15960, 26
W, 15956, 24
R, 15960
R, 15964
R, 15968
R, 15972
R, 15976
R, 15976
R, 15980
R, 15984
W, 15976, 26
W, 15960, 25
R, 15964
R, 15968
R, 15968
R, 15972
R, 15976
R, 15976
R, 15980
R, 15984
W, 15976, 29
W, 15964, 26
R, 15968
R, 15972
R, 15976
R, 15980
R, 15984
R, 15972
R, 15976
R, 15976
R, 15980
R, 15980
R, 15984
W, 15980, 31
W, 15972, 28
R, 15976
R, 15980
R, 15984
R, 15980
R, 15984
R, 15984
W, 15984, 31
W, 15980, 30
